,id,sales
347,347,28
348,348,24
349,349,26
350,350,21
351,351,31
352,352,27
353,353,25
354,354,18
355,355,18
356,356,17
357,357,29
358,358,25
359,359,26
360,360,22
361,361,32
362,362,28
363,363,26
364,364,18
365,365,18
366,366,16
367,367,31
368,368,26
369,369,28
370,370,27
371,371,38
372,372,34
373,373,31
374,374,22
375,375,22
376,376,20
377,377,36
378,378,31
379,379,34
380,380,18
381,381,28
382,382,24
383,383,22
384,384,16
385,385,16
386,386,14
387,387,26
388,388,22
389,389,24
390,390,20
391,391,29
392,392,25
393,393,23
394,394,17
395,395,17
396,396,15
397,397,28
398,398,23
399,399,25
400,400,19
401,401,28
402,402,25
403,403,23
404,404,16
405,405,16
406,406,15
407,407,27
408,408,23
409,409,24
410,410,20
411,411,30
412,412,26
413,413,24
414,414,17
415,415,17
416,416,15
417,417,29
418,418,24
419,419,26
420,420,21
421,421,31
422,422,27
423,423,24
424,424,18
425,425,18
426,426,16
427,427,29
428,428,25
429,429,26
430,430,21
431,431,32
432,432,28
433,433,25
434,434,18
435,435,18
436,436,16
437,437,30
438,438,26
439,439,27
440,440,27
441,441,38
442,442,34
443,443,31
444,444,22
445,445,22
446,446,20
447,447,36
448,448,31
449,449,33
450,450,19
451,451,28
452,452,24
453,453,22
454,454,16
455,455,16
456,456,15
457,457,26
458,458,22
459,459,24
460,460,20
461,461,29
462,462,25
463,463,23
464,464,17
465,465,17
466,466,15
467,467,28
468,468,23
469,469,25
470,470,19
471,471,28
472,472,25
473,473,23
474,474,16
475,475,16
476,476,15
477,477,27
478,478,23
479,479,24
480,480,20
481,481,30
482,482,26
483,483,24
484,484,17
485,485,17
486,486,15
487,487,29
488,488,24
489,489,26
490,490,21
491,491,31
492,492,27
493,493,25
494,494,18
495,495,18
496,496,17
497,497,30
498,498,25
499,499,27
500,500,21
501,501,31
502,502,27
503,503,25
504,504,17
505,505,17
506,506,15
507,507,29
508,508,25
509,509,26
510,510,25
511,511,36
512,512,33
513,513,30
514,514,21
515,515,21
516,516,19
517,517,35
518,518,30
519,519,32
520,520,44
521,521,63
522,522,56
523,523,52
524,524,37
525,525,37
526,526,34
527,527,61
528,528,52
529,529,56
530,530,47
531,531,66
532,532,59
533,533,54
534,534,40
535,535,40
536,536,36
537,537,63
538,538,55
539,539,58
540,540,48
541,541,67
542,542,60
543,543,56
544,544,40
545,545,40
546,546,37
547,547,64
548,548,56
549,549,59
550,550,50
551,551,69
552,552,62
553,553,57
554,554,41
555,555,41
556,556,37
557,557,66
558,558,58
559,559,61
560,560,59
561,561,81
562,562,73
563,563,68
564,564,48
565,565,48
566,566,44
567,567,78
568,568,68
569,569,72
570,570,42
571,571,60
572,572,53
573,573,49
574,574,35
575,575,35
576,576,32
577,577,58
578,578,49
579,579,52
580,580,44
581,581,63
582,582,56
583,583,51
584,584,38
585,585,37
586,586,34
587,587,61
588,588,52
589,589,55
590,590,44
591,591,64
592,592,57
593,593,52
594,594,37
595,595,37
596,596,34
597,597,61
598,598,53
599,599,56
600,600,47
601,601,66
602,602,59
603,603,54
604,604,40
605,605,40
606,606,36
607,607,63
608,608,55
609,609,58
610,610,48
611,611,67
612,612,60
613,613,55
614,614,40
615,615,40
616,616,36
617,617,64
618,618,55
619,619,59
620,620,50
621,621,70
622,622,62
623,623,58
624,624,41
625,625,41
626,626,37
627,627,67
628,628,58
629,629,61
630,630,59
631,631,82
632,632,74
633,633,68
634,634,48
635,635,48
636,636,44
637,637,79
638,638,69
639,639,73
640,640,42
641,641,60
642,642,53
643,643,49
644,644,35
645,645,35
646,646,32
647,647,58
648,648,49
649,649,52
650,650,43
651,651,63
652,652,56
653,653,51
654,654,37
655,655,37
656,656,34
657,657,60
658,658,51
659,659,55
660,660,44
661,661,64
662,662,57
663,663,52
664,664,37
665,665,37
666,666,34
667,667,61
668,668,53
669,669,56
670,670,47
671,671,66
672,672,59
673,673,55
674,674,40
675,675,40
676,676,36
677,677,64
678,678,55
679,679,58
680,680,47
681,681,66
682,682,60
683,683,55
684,684,40
685,685,40
686,686,36
687,687,64
688,688,55
689,689,59
690,690,50
691,691,69
692,692,62
693,693,57
694,694,41
695,695,41
696,696,37
697,697,66
698,698,58
699,699,61
700,700,59
701,701,81
702,702,73
703,703,68
704,704,48
705,705,48
706,706,44
707,707,78
708,708,68
709,709,72
710,710,42
711,711,61
712,712,53
713,713,49
714,714,36
715,715,35
716,716,32
717,717,58
718,718,50
719,719,53
720,720,43
721,721,63
722,722,56
723,723,51
724,724,37
725,725,37
726,726,34
727,727,60
728,728,51
729,729,55
730,730,44
731,731,64
732,732,57
733,733,52
734,734,37
735,735,37
736,736,34
737,737,61
738,738,52
739,739,56
740,740,47
741,741,66
742,742,59
743,743,55
744,744,40
745,745,40
746,746,36
747,747,64
748,748,55
749,749,58
750,750,48
751,751,67
752,752,60
753,753,56
754,754,40
755,755,40
756,756,37
757,757,64
758,758,56
759,759,59
760,760,48
761,761,68
762,762,61
763,763,56
764,764,40
765,765,40
766,766,36
767,767,65
768,768,57
769,769,60
770,770,57
771,771,80
772,772,72
773,773,67
774,774,47
775,775,47
776,776,43
777,777,77
778,778,67
779,779,71
780,780,13
781,781,20
782,782,17
783,783,15
784,784,11
785,785,11
786,786,10
787,787,19
788,788,15
789,789,17
790,790,14
791,791,22
792,792,19
793,793,17
794,794,12
795,795,12
796,796,10
797,797,21
798,798,17
799,799,19
800,800,15
801,801,22
802,802,20
803,803,17
804,804,12
805,805,11
806,806,10
807,807,21
808,808,17
809,809,19
810,810,15
811,811,23
812,812,20
813,813,18
814,814,13
815,815,13
816,816,12
817,817,22
818,818,18
819,819,20
820,820,20
821,821,28
822,822,25
823,823,23
824,824,16
825,825,16
826,826,15
827,827,27
828,828,23
829,829,25
830,830,12
831,831,19
832,832,17
833,833,15
834,834,11
835,835,11
836,836,10
837,837,18
838,838,15
839,839,17
840,840,14
841,841,21
842,842,19
843,843,17
844,844,12
845,845,12
846,846,11
847,847,20
848,848,17
849,849,18
850,850,13
851,851,20
852,852,18
853,853,16
854,854,11
855,855,11
856,856,10
857,857,19
858,858,16
859,859,17
860,860,14
861,861,22
862,862,19
863,863,17
864,864,12
865,865,12
866,866,10
867,867,21
868,868,17
869,869,19
870,870,15
871,871,22
872,872,19
873,873,17
874,874,11
875,875,11
876,876,10
877,877,21
878,878,17
879,879,19
880,880,15
881,881,23
882,882,21
883,883,18
884,884,13
885,885,13
886,886,12
887,887,22
888,888,18
889,889,20
890,890,20
891,891,28
892,892,25
893,893,23
894,894,16
895,895,16
896,896,15
897,897,27
898,898,23
899,899,25
900,900,12
901,901,19
902,902,17
903,903,15
904,904,11
905,905,11
906,906,10
907,907,18
908,908,15
909,909,17
910,910,14
911,911,21
912,912,18
913,913,16
914,914,12
915,915,12
916,916,11
917,917,20
918,918,17
919,919,18
920,920,13
921,921,20
922,922,18
923,923,16
924,924,11
925,925,11
926,926,10
927,927,19
928,928,16
929,929,17
930,930,14
931,931,22
932,932,19
933,933,17
934,934,12
935,935,12
936,936,10
937,937,21
938,938,17
939,939,19
940,940,15
941,941,22
942,942,19
943,943,17
944,944,11
945,945,11
946,946,10
947,947,21
948,948,17
949,949,19
950,950,15
951,951,23
952,952,20
953,953,18
954,954,13
955,955,13
956,956,12
957,957,22
958,958,18
959,959,20
960,960,20
961,961,28
962,962,25
963,963,23
964,964,16
965,965,16
966,966,15
967,967,27
968,968,23
969,969,25
970,970,12
971,971,19
972,972,17
973,973,15
974,974,11
975,975,11
976,976,10
977,977,18
978,978,15
979,979,17
980,980,14
981,981,21
982,982,18
983,983,16
984,984,12
985,985,12
986,986,11
987,987,20
988,988,17
989,989,18
990,990,13
991,991,20
992,992,17
993,993,15
994,994,11
995,995,11
996,996,10
997,997,19
998,998,16
999,999,17
1000,1000,14
1001,1001,22
1002,1002,19
1003,1003,17
1004,1004,12
1005,1005,12
1006,1006,10
1007,1007,21
1008,1008,17
1009,1009,19
1010,1010,15
1011,1011,22
1012,1012,20
1013,1013,17
1014,1014,12
1015,1015,11
1016,1016,10
1017,1017,21
1018,1018,17
1019,1019,19
1020,1020,15
1021,1021,22
1022,1022,20
1023,1023,17
1024,1024,13
1025,1025,13
1026,1026,12
1027,1027,21
1028,1028,17
1029,1029,19
1030,1030,19
1031,1031,27
1032,1032,24
1033,1033,22
1034,1034,15
1035,1035,15
1036,1036,14
1037,1037,26
1038,1038,22
1039,1039,24
1040,1040,39
1041,1041,56
1042,1042,49
1043,1043,45
1044,1044,33
1045,1045,33
1046,1046,30
1047,1047,53
1048,1048,46
1049,1049,48
1050,1050,41
1051,1051,60
1052,1052,53
1053,1053,48
1054,1054,35
1055,1055,35
1056,1056,32
1057,1057,57
1058,1058,49
1059,1059,52
1060,1060,42
1061,1061,60
1062,1062,53
1063,1063,49
1064,1064,36
1065,1065,36
1066,1066,33
1067,1067,57
1068,1068,49
1069,1069,52
1070,1070,43
1071,1071,61
1072,1072,54
1073,1073,50
1074,1074,36
1075,1075,36
1076,1076,33
1077,1077,59
1078,1078,51
1079,1079,53
1080,1080,52
1081,1081,73
1082,1082,65
1083,1083,60
1084,1084,42
1085,1085,42
1086,1086,39
1087,1087,70
1088,1088,60
1089,1089,64
1090,1090,37
1091,1091,54
1092,1092,47
1093,1093,43
1094,1094,31
1095,1095,31
1096,1096,28
1097,1097,52
1098,1098,43
1099,1099,46
1100,1100,38
1101,1101,56
1102,1102,49
1103,1103,45
1104,1104,33
1105,1105,33
1106,1106,30
1107,1107,53
1108,1108,45
1109,1109,48
1110,1110,39
1111,1111,56
1112,1112,50
1113,1113,46
1114,1114,33
1115,1115,33
1116,1116,30
1117,1117,54
1118,1118,46
1119,1119,49
1120,1120,41
1121,1121,59
1122,1122,53
1123,1123,48
1124,1124,35
1125,1125,35
1126,1126,32
1127,1127,57
1128,1128,49
1129,1129,52
1130,1130,42
1131,1131,60
1132,1132,53
1133,1133,49
1134,1134,36
1135,1135,36
1136,1136,33
1137,1137,57
1138,1138,49
1139,1139,52
1140,1140,43
1141,1141,62
1142,1142,54
1143,1143,51
1144,1144,36
1145,1145,36
1146,1146,33
1147,1147,59
1148,1148,51
1149,1149,54
1150,1150,52
1151,1151,73
1152,1152,65
1153,1153,60
1154,1154,43
1155,1155,42
1156,1156,40
1157,1157,70
1158,1158,60
1159,1159,64
1160,1160,37
1161,1161,54
1162,1162,47
1163,1163,43
1164,1164,31
1165,1165,31
1166,1166,28
1167,1167,52
1168,1168,43
1169,1169,46
1170,1170,38
1171,1171,56
1172,1172,49
1173,1173,45
1174,1174,33
1175,1175,33
1176,1176,30
1177,1177,53
1178,1178,45
1179,1179,48
1180,1180,39
1181,1181,56
1182,1182,50
1183,1183,46
1184,1184,33
1185,1185,33
1186,1186,30
1187,1187,54
1188,1188,46
1189,1189,49
1190,1190,41
1191,1191,60
1192,1192,53
1193,1193,49
1194,1194,35
1195,1195,35
1196,1196,32
1197,1197,57
1198,1198,49
1199,1199,52
1200,1200,41
1201,1201,59
1202,1202,53
1203,1203,48
1204,1204,35
1205,1205,35
1206,1206,33
1207,1207,57
1208,1208,49
1209,1209,52
1210,1210,43
1211,1211,61
1212,1212,54
1213,1213,50
1214,1214,36
1215,1215,36
1216,1216,33
1217,1217,59
1218,1218,51
1219,1219,53
1220,1220,52
1221,1221,73
1222,1222,65
1223,1223,60
1224,1224,42
1225,1225,42
1226,1226,39
1227,1227,70
1228,1228,60
1229,1229,64
1230,1230,37
1231,1231,55
1232,1232,47
1233,1233,43
1234,1234,31
1235,1235,31
1236,1236,29
1237,1237,52
1238,1238,44
1239,1239,47
1240,1240,38
1241,1241,56
1242,1242,49
1243,1243,45
1244,1244,33
1245,1245,33
1246,1246,30
1247,1247,53
1248,1248,45
1249,1249,48
1250,1250,39
1251,1251,56
1252,1252,49
1253,1253,46
1254,1254,33
1255,1255,33
1256,1256,30
1257,1257,53
1258,1258,46
1259,1259,49
1260,1260,41
1261,1261,60
1262,1262,53
1263,1263,49
1264,1264,35
1265,1265,35
1266,1266,32
1267,1267,57
1268,1268,49
1269,1269,52
1270,1270,42
1271,1271,60
1272,1272,53
1273,1273,49
1274,1274,36
1275,1275,36
1276,1276,33
1277,1277,57
1278,1278,49
1279,1279,52
1280,1280,42
1281,1281,61
1282,1282,53
1283,1283,49
1284,1284,35
1285,1285,35
1286,1286,32
1287,1287,58
1288,1288,50
1289,1289,53
1290,1290,50
1291,1291,71
1292,1292,64
1293,1293,59
1294,1294,42
1295,1295,42
1296,1296,39
1297,1297,68
1298,1298,59
1299,1299,63
1300,1300,25
1301,1301,35
1302,1302,31
1303,1303,29
1304,1304,21
1305,1305,21
1306,1306,19
1307,1307,34
1308,1308,29
1309,1309,31
1310,1310,26
1311,1311,37
1312,1312,33
1313,1313,30
1314,1314,22
1315,1315,22
1316,1316,20
1317,1317,35
1318,1318,30
1319,1319,32
1320,1320,27
1321,1321,38
1322,1322,34
1323,1323,32
1324,1324,23
1325,1325,23
1326,1326,21
1327,1327,36
1328,1328,32
1329,1329,34
1330,1330,28
1331,1331,38
1332,1332,34
1333,1333,32
1334,1334,23
1335,1335,23
1336,1336,22
1337,1337,36
1338,1338,32
1339,1339,34
1340,1340,33
1341,1341,45
1342,1342,41
1343,1343,38
1344,1344,27
1345,1345,27
1346,1346,25
1347,1347,43
1348,1348,38
1349,1349,40
1350,1350,24
1351,1351,34
1352,1352,30
1353,1353,28
1354,1354,20
1355,1355,20
1356,1356,18
1357,1357,32
1358,1358,28
1359,1359,30
1360,1360,26
1361,1361,36
1362,1362,32
1363,1363,30
1364,1364,22
1365,1365,22
1366,1366,20
1367,1367,34
1368,1368,30
1369,1369,32
1370,1370,25
1371,1371,35
1372,1372,32
1373,1373,30
1374,1374,21
1375,1375,21
1376,1376,19
1377,1377,34
1378,1378,30
1379,1379,31
1380,1380,26
1381,1381,37
1382,1382,33
1383,1383,30
1384,1384,22
1385,1385,22
1386,1386,20
1387,1387,35
1388,1388,30
1389,1389,32
1390,1390,28
1391,1391,38
1392,1392,34
1393,1393,32
1394,1394,23
1395,1395,23
1396,1396,21
1397,1397,36
1398,1398,32
1399,1399,34
1400,1400,28
1401,1401,38
1402,1402,34
1403,1403,32
1404,1404,23
1405,1405,23
1406,1406,22
1407,1407,37
1408,1408,32
1409,1409,34
1410,1410,33
1411,1411,45
1412,1412,41
1413,1413,38
1414,1414,27
1415,1415,27
1416,1416,25
1417,1417,43
1418,1418,38
1419,1419,40
1420,1420,24
1421,1421,34
1422,1422,30
1423,1423,28
1424,1424,20
1425,1425,20
1426,1426,18
1427,1427,32
1428,1428,28
1429,1429,30
1430,1430,26
1431,1431,36
1432,1432,32
1433,1433,30
1434,1434,22
1435,1435,22
1436,1436,20
1437,1437,34
1438,1438,30
1439,1439,32
1440,1440,25
1441,1441,35
1442,1442,32
1443,1443,29
1444,1444,21
1445,1445,21
1446,1446,19
1447,1447,34
1448,1448,30
1449,1449,31
1450,1450,26
1451,1451,37
1452,1452,33
1453,1453,30
1454,1454,22
1455,1455,22
1456,1456,20
1457,1457,36
1458,1458,31
1459,1459,33
1460,1460,27
1461,1461,37
1462,1462,34
1463,1463,32
1464,1464,23
1465,1465,23
1466,1466,21
1467,1467,36
1468,1468,32
1469,1469,33
1470,1470,28
1471,1471,38
1472,1472,34
1473,1473,32
1474,1474,23
1475,1475,23
1476,1476,21
1477,1477,36
1478,1478,32
1479,1479,34
1480,1480,33
1481,1481,45
1482,1482,41
1483,1483,38
1484,1484,27
1485,1485,27
1486,1486,25
1487,1487,43
1488,1488,38
1489,1489,40
1490,1490,24
1491,1491,34
1492,1492,30
1493,1493,28
1494,1494,20
1495,1495,20
1496,1496,18
1497,1497,32
1498,1498,28
1499,1499,30
1500,1500,26
1501,1501,36
1502,1502,32
1503,1503,30
1504,1504,22
1505,1505,22
1506,1506,20
1507,1507,34
1508,1508,30
1509,1509,32
1510,1510,25
1511,1511,35
1512,1512,32
1513,1513,29
1514,1514,21
1515,1515,21
1516,1516,19
1517,1517,34
1518,1518,30
1519,1519,31
1520,1520,26
1521,1521,37
1522,1522,33
1523,1523,30
1524,1524,22
1525,1525,22
1526,1526,20
1527,1527,36
1528,1528,30
1529,1529,32
1530,1530,28
1531,1531,38
1532,1532,34
1533,1533,32
1534,1534,23
1535,1535,23
1536,1536,21
1537,1537,36
1538,1538,32
1539,1539,34
1540,1540,27
1541,1541,37
1542,1542,33
1543,1543,31
1544,1544,23
1545,1545,23
1546,1546,21
1547,1547,36
1548,1548,31
1549,1549,33
1550,1550,32
1551,1551,44
1552,1552,40
1553,1553,37
1554,1554,26
1555,1555,26
1556,1556,24
1557,1557,42
1558,1558,37
1559,1559,40
1560,1560,13
1561,1561,20
1562,1562,17
1563,1563,15
1564,1564,11
1565,1565,11
1566,1566,10
1567,1567,19
1568,1568,15
1569,1569,17
1570,1570,14
1571,1571,22
1572,1572,19
1573,1573,17
1574,1574,12
1575,1575,12
1576,1576,10
1577,1577,21
1578,1578,17
1579,1579,19
1580,1580,15
1581,1581,22
1582,1582,20
1583,1583,17
1584,1584,12
1585,1585,11
1586,1586,10
1587,1587,21
1588,1588,17
1589,1589,19
1590,1590,16
1591,1591,23
1592,1592,21
1593,1593,18
1594,1594,13
1595,1595,13
1596,1596,12
1597,1597,22
1598,1598,18
1599,1599,20
1600,1600,20
1601,1601,28
1602,1602,25
1603,1603,23
1604,1604,16
1605,1605,16
1606,1606,15
1607,1607,27
1608,1608,23
1609,1609,25
1610,1610,13
1611,1611,20
1612,1612,17
1613,1613,15
1614,1614,11
1615,1615,11
1616,1616,10
1617,1617,19
1618,1618,15
1619,1619,17
1620,1620,14
1621,1621,21
1622,1622,18
1623,1623,16
1624,1624,12
1625,1625,12
1626,1626,11
1627,1627,20
1628,1628,17
1629,1629,18
1630,1630,13
1631,1631,20
1632,1632,18
1633,1633,16
1634,1634,11
1635,1635,11
1636,1636,10
1637,1637,19
1638,1638,16
1639,1639,17
1640,1640,14
1641,1641,22
1642,1642,19
1643,1643,17
1644,1644,12
1645,1645,12
1646,1646,10
1647,1647,21
1648,1648,17
1649,1649,19
1650,1650,15
1651,1651,22
1652,1652,20
1653,1653,17
1654,1654,11
1655,1655,11
1656,1656,9
1657,1657,21
1658,1658,17
1659,1659,19
1660,1660,16
1661,1661,23
1662,1662,21
1663,1663,18
1664,1664,14
1665,1665,14
1666,1666,12
1667,1667,22
1668,1668,18
1669,1669,20
1670,1670,20
1671,1671,28
1672,1672,25
1673,1673,23
1674,1674,16
1675,1675,16
1676,1676,15
1677,1677,27
1678,1678,23
1679,1679,25
1680,1680,13
1681,1681,20
1682,1682,17
1683,1683,15
1684,1684,11
1685,1685,11
1686,1686,10
1687,1687,19
1688,1688,15
1689,1689,17
1690,1690,14
1691,1691,21
1692,1692,18
1693,1693,16
1694,1694,12
1695,1695,12
1696,1696,11
1697,1697,20
1698,1698,16
1699,1699,18
1700,1700,13
1701,1701,20
1702,1702,18
1703,1703,16
1704,1704,11
1705,1705,11
1706,1706,10
1707,1707,19
1708,1708,16
1709,1709,17
1710,1710,14
1711,1711,22
1712,1712,19
1713,1713,17
1714,1714,12
1715,1715,12
1716,1716,10
1717,1717,21
1718,1718,17
1719,1719,19
1720,1720,15
1721,1721,22
1722,1722,19
1723,1723,17
1724,1724,11
1725,1725,11
1726,1726,9
1727,1727,21
1728,1728,17
1729,1729,19
1730,1730,15
1731,1731,23
1732,1732,21
1733,1733,18
1734,1734,13
1735,1735,13
1736,1736,12
1737,1737,22
1738,1738,18
1739,1739,20
1740,1740,20
1741,1741,28
1742,1742,25
1743,1743,23
1744,1744,16
1745,1745,16
1746,1746,15
1747,1747,27
1748,1748,23
1749,1749,25
1750,1750,13
1751,1751,20
1752,1752,17
1753,1753,15
1754,1754,11
1755,1755,11
1756,1756,10
1757,1757,19
1758,1758,15
1759,1759,17
1760,1760,14
1761,1761,21
1762,1762,18
1763,1763,16
1764,1764,12
1765,1765,12
1766,1766,11
1767,1767,20
1768,1768,16
1769,1769,18
1770,1770,13
1771,1771,20
1772,1772,17
1773,1773,15
1774,1774,11
1775,1775,11
1776,1776,10
1777,1777,19
1778,1778,16
1779,1779,17
1780,1780,14
1781,1781,22
1782,1782,19
1783,1783,17
1784,1784,12
1785,1785,11
1786,1786,10
1787,1787,21
1788,1788,17
1789,1789,19
1790,1790,15
1791,1791,22
1792,1792,20
1793,1793,17
1794,1794,11
1795,1795,11
1796,1796,10
1797,1797,21
1798,1798,17
1799,1799,19
1800,1800,15
1801,1801,23
1802,1802,20
1803,1803,18
1804,1804,13
1805,1805,13
1806,1806,12
1807,1807,22
1808,1808,18
1809,1809,20
1810,1810,19
1811,1811,27
1812,1812,24
1813,1813,22
1814,1814,15
1815,1815,15
1816,1816,14
1817,1817,26
1818,1818,22
1819,1819,24
1820,1820,11
1821,1821,17
1822,1822,15
1823,1823,13
1824,1824,10
1825,1825,10
1826,1826,9
1827,1827,16
1828,1828,13
1829,1829,14
1830,1830,11
1831,1831,18
1832,1832,15
1833,1833,14
1834,1834,10
1835,1835,10
1836,1836,9
1837,1837,17
1838,1838,14
1839,1839,15
1840,1840,12
1841,1841,19
1842,1842,16
1843,1843,14
1844,1844,10
1845,1845,9
1846,1846,8
1847,1847,18
1848,1848,14
1849,1849,16
1850,1850,12
1851,1851,19
1852,1852,16
1853,1853,15
1854,1854,11
1855,1855,11
1856,1856,10
1857,1857,18
1858,1858,15
1859,1859,16
1860,1860,16
1861,1861,24
1862,1862,21
1863,1863,19
1864,1864,14
1865,1865,14
1866,1866,13
1867,1867,23
1868,1868,19
1869,1869,20
1870,1870,10
1871,1871,16
1872,1872,13
1873,1873,12
1874,1874,9
1875,1875,9
1876,1876,8
1877,1877,15
1878,1878,12
1879,1879,13
1880,1880,12
1881,1881,18
1882,1882,15
1883,1883,14
1884,1884,10
1885,1885,10
1886,1886,9
1887,1887,17
1888,1888,14
1889,1889,15
1890,1890,11
1891,1891,17
1892,1892,15
1893,1893,13
1894,1894,10
1895,1895,10
1896,1896,9
1897,1897,16
1898,1898,13
1899,1899,14
1900,1900,11
1901,1901,18
1902,1902,15
1903,1903,14
1904,1904,10
1905,1905,10
1906,1906,9
1907,1907,17
1908,1908,14
1909,1909,15
1910,1910,12
1911,1911,18
1912,1912,16
1913,1913,14
1914,1914,9
1915,1915,9
1916,1916,8
1917,1917,18
1918,1918,14
1919,1919,16
1920,1920,13
1921,1921,19
1922,1922,16
1923,1923,15
1924,1924,11
1925,1925,11
1926,1926,10
1927,1927,18
1928,1928,15
1929,1929,16
1930,1930,16
1931,1931,24
1932,1932,21
1933,1933,19
1934,1934,14
1935,1935,14
1936,1936,13
1937,1937,23
1938,1938,19
1939,1939,20
1940,1940,10
1941,1941,16
1942,1942,13
1943,1943,12
1944,1944,9
1945,1945,9
1946,1946,8
1947,1947,15
1948,1948,12
1949,1949,13
1950,1950,12
1951,1951,18
1952,1952,15
1953,1953,14
1954,1954,10
1955,1955,10
1956,1956,9
1957,1957,17
1958,1958,14
1959,1959,15
1960,1960,11
1961,1961,17
1962,1962,15
1963,1963,13
1964,1964,10
1965,1965,10
1966,1966,9
1967,1967,16
1968,1968,14
1969,1969,14
1970,1970,12
1971,1971,18
1972,1972,15
1973,1973,14
1974,1974,10
1975,1975,10
1976,1976,9
1977,1977,17
1978,1978,14
1979,1979,15
1980,1980,12
1981,1981,18
1982,1982,16
1983,1983,14
1984,1984,9
1985,1985,9
1986,1986,8
1987,1987,17
1988,1988,14
1989,1989,16
1990,1990,12
1991,1991,19
1992,1992,16
1993,1993,15
1994,1994,11
1995,1995,11
1996,1996,10
1997,1997,18
