,id,sales
254,254,36
255,255,36
256,256,34
257,257,62
258,258,54
259,259,56
260,260,20
261,261,25
262,262,24
263,263,24
264,264,17
265,265,17
266,266,15
267,267,24
268,268,24
269,269,24
270,270,20
271,271,28
272,272,28
273,273,24
274,274,18
275,275,18
276,276,16
277,277,28
278,278,24
279,279,28
280,280,20
281,281,30
282,282,28
283,283,24
284,284,18
285,285,18
286,286,17
287,287,28
288,288,24
289,289,28
290,290,24
291,291,34
292,292,30
293,293,28
294,294,20
295,295,20
296,296,19
297,297,30
298,298,28
299,299,30
300,300,28
301,301,34
302,302,34
303,303,30
304,304,23
305,305,23
306,306,22
307,307,34
308,308,30
309,309,34
310,310,17
311,311,24
312,312,24
313,313,24
314,314,16
315,315,16
316,316,14
317,317,24
318,318,24
319,319,24
320,320,21
321,321,28
322,322,26
323,323,24
324,324,17
325,325,17
326,326,16
327,327,28
328,328,24
329,329,26
330,330,20
331,331,25
332,332,24
333,333,24
334,334,17
335,335,17
336,336,15
337,337,25
338,338,24
339,339,24
340,340,20
341,341,28
342,342,28
343,343,24
344,344,18
345,345,18
346,346,16
347,347,28
348,348,24
349,349,28
350,350,20
351,351,30
352,352,28
353,353,24
354,354,18
355,355,18
356,356,17
357,357,28
358,358,24
359,359,28
360,360,24
361,361,34
362,362,30
363,363,28
364,364,20
365,365,20
366,366,19
367,367,30
368,368,28
369,369,30
370,370,28
371,371,34
372,372,34
373,373,30
374,374,23
375,375,23
376,376,22
377,377,34
378,378,30
379,379,34
380,380,17
381,381,24
382,382,24
383,383,24
384,384,16
385,385,16
386,386,14
387,387,24
388,388,24
389,389,24
390,390,21
391,391,28
392,392,26
393,393,24
394,394,17
395,395,17
396,396,16
397,397,28
398,398,24
399,399,26
400,400,20
401,401,25
402,402,24
403,403,24
404,404,17
405,405,17
406,406,15
407,407,24
408,408,24
409,409,24
410,410,20
411,411,28
412,412,28
413,413,24
414,414,18
415,415,18
416,416,16
417,417,28
418,418,24
419,419,28
420,420,20
421,421,30
422,422,28
423,423,24
424,424,18
425,425,18
426,426,17
427,427,28
428,428,24
429,429,28
430,430,24
431,431,34
432,432,30
433,433,28
434,434,20
435,435,20
436,436,19
437,437,30
438,438,28
439,439,30
440,440,28
441,441,34
442,442,34
443,443,30
444,444,23
445,445,23
446,446,22
447,447,34
448,448,30
449,449,34
450,450,17
451,451,24
452,452,24
453,453,24
454,454,16
455,455,16
456,456,14
457,457,24
458,458,24
459,459,24
460,460,21
461,461,28
462,462,26
463,463,24
464,464,17
465,465,17
466,466,16
467,467,28
468,468,24
469,469,26
470,470,20
471,471,25
472,472,24
473,473,24
474,474,17
475,475,17
476,476,15
477,477,25
478,478,24
479,479,24
480,480,20
481,481,28
482,482,28
483,483,24
484,484,18
485,485,18
486,486,16
487,487,28
488,488,24
489,489,28
490,490,20
491,491,30
492,492,28
493,493,24
494,494,18
495,495,18
496,496,17
497,497,28
498,498,24
499,499,28
500,500,24
501,501,34
502,502,30
503,503,28
504,504,22
505,505,22
506,506,19
507,507,34
508,508,28
509,509,30
510,510,28
511,511,34
512,512,34
513,513,30
514,514,23
515,515,23
516,516,22
517,517,34
518,518,30
519,519,34
520,520,41
521,521,62
522,522,52
523,523,49
524,524,37
525,525,36
526,526,33
527,527,57
528,528,49
529,529,52
530,530,49
531,531,69
532,532,62
533,533,57
534,534,41
535,535,41
536,536,39
537,537,69
538,538,57
539,539,62
540,540,49
541,541,69
542,542,61
543,543,57
544,544,41
545,545,41
546,546,37
547,547,69
548,548,57
549,549,61
550,550,54
551,551,75
552,552,67
553,553,62
554,554,46
555,555,46
556,556,44
557,557,69
558,558,62
559,559,67
560,560,59
561,561,82
562,562,67
563,563,67
564,564,49
565,565,49
566,566,46
567,567,75
568,568,67
569,569,67
570,570,38
571,571,58
572,572,54
573,573,49
574,574,35
575,575,35
576,576,33
577,577,54
578,578,49
579,579,49
580,580,47
581,581,62
582,582,56
583,583,50
584,584,40
585,585,40
586,586,35
587,587,62
588,588,50
589,589,56
590,590,41
591,591,62
592,592,52
593,593,49
594,594,37
595,595,36
596,596,33
597,597,57
598,598,49
599,599,52
600,600,49
601,601,69
602,602,62
603,603,57
604,604,41
605,605,41
606,606,39
607,607,69
608,608,57
609,609,62
610,610,49
611,611,69
612,612,61
613,613,57
614,614,41
615,615,41
616,616,37
617,617,69
618,618,57
619,619,61
620,620,54
621,621,75
622,622,67
623,623,62
624,624,46
625,625,46
626,626,44
627,627,69
628,628,62
629,629,67
630,630,59
631,631,75
632,632,67
633,633,67
634,634,49
635,635,49
636,636,46
637,637,75
638,638,67
639,639,67
640,640,38
641,641,58
642,642,54
643,643,49
644,644,35
645,645,35
646,646,33
647,647,54
648,648,49
649,649,49
650,650,44
651,651,62
652,652,56
653,653,50
654,654,39
655,655,39
656,656,35
657,657,62
658,658,50
659,659,56
660,660,41
661,661,62
662,662,52
663,663,49
664,664,37
665,665,37
666,666,33
667,667,57
668,668,49
669,669,52
670,670,49
671,671,69
672,672,62
673,673,57
674,674,41
675,675,41
676,676,39
677,677,69
678,678,57
679,679,62
680,680,49
681,681,69
682,682,61
683,683,57
684,684,41
685,685,41
686,686,37
687,687,69
688,688,57
689,689,61
690,690,54
691,691,75
692,692,67
693,693,62
694,694,46
695,695,46
696,696,44
697,697,69
698,698,62
699,699,67
700,700,59
701,701,78
702,702,67
703,703,67
704,704,49
705,705,49
706,706,46
707,707,75
708,708,67
709,709,67
710,710,38
711,711,56
712,712,54
713,713,44
714,714,35
715,715,35
716,716,33
717,717,54
718,718,49
719,719,49
720,720,44
721,721,62
722,722,56
723,723,50
724,724,40
725,725,40
726,726,35
727,727,62
728,728,50
729,729,56
730,730,41
731,731,62
732,732,52
733,733,49
734,734,37
735,735,37
736,736,33
737,737,57
738,738,49
739,739,52
740,740,49
741,741,69
742,742,62
743,743,57
744,744,41
745,745,41
746,746,39
747,747,69
748,748,57
749,749,62
750,750,49
751,751,69
752,752,61
753,753,57
754,754,40
755,755,40
756,756,36
757,757,69
758,758,57
759,759,61
760,760,54
761,761,75
762,762,67
763,763,62
764,764,46
765,765,46
766,766,44
767,767,75
768,768,62
769,769,67
770,770,59
771,771,82
772,772,71
773,773,67
774,774,49
775,775,49
776,776,46
777,777,77
778,778,67
779,779,71
780,780,14
781,781,20
782,782,20
783,783,17
784,784,12
785,785,12
786,786,10
787,787,20
788,788,17
789,789,18
790,790,16
791,791,22
792,792,20
793,793,18
794,794,13
795,795,13
796,796,11
797,797,22
798,798,18
799,799,20
800,800,17
801,801,23
802,802,20
803,803,18
804,804,13
805,805,13
806,806,13
807,807,23
808,808,20
809,809,20
810,810,19
811,811,28
812,812,24
813,813,23
814,814,14
815,815,14
816,816,12
817,817,28
818,818,23
819,819,24
820,820,20
821,821,28
822,822,24
823,823,23
824,824,16
825,825,16
826,826,14
827,827,28
828,828,23
829,829,24
830,830,16
831,831,21
832,832,17
833,833,17
834,834,12
835,835,12
836,836,11
837,837,20
838,838,17
839,839,17
840,840,16
841,841,21
842,842,18
843,843,17
844,844,12
845,845,12
846,846,10
847,847,21
848,848,17
849,849,18
850,850,14
851,851,20
852,852,20
853,853,17
854,854,12
855,855,12
856,856,10
857,857,20
858,858,17
859,859,18
860,860,16
861,861,22
862,862,20
863,863,18
864,864,13
865,865,13
866,866,11
867,867,22
868,868,18
869,869,20
870,870,17
871,871,23
872,872,20
873,873,18
874,874,13
875,875,13
876,876,13
877,877,23
878,878,20
879,879,20
880,880,19
881,881,28
882,882,24
883,883,22
884,884,14
885,885,14
886,886,12
887,887,28
888,888,23
889,889,24
890,890,20
891,891,28
892,892,24
893,893,23
894,894,16
895,895,16
896,896,14
897,897,28
898,898,23
899,899,24
900,900,16
901,901,21
902,902,17
903,903,17
904,904,12
905,905,12
906,906,11
907,907,20
908,908,17
909,909,17
910,910,16
911,911,21
912,912,18
913,913,17
914,914,12
915,915,12
916,916,10
917,917,21
918,918,17
919,919,18
920,920,16
921,921,20
922,922,20
923,923,17
924,924,12
925,925,12
926,926,10
927,927,20
928,928,17
929,929,18
930,930,16
931,931,22
932,932,20
933,933,18
934,934,13
935,935,13
936,936,11
937,937,22
938,938,18
939,939,20
940,940,17
941,941,23
942,942,20
943,943,18
944,944,13
945,945,13
946,946,13
947,947,23
948,948,20
949,949,20
950,950,19
951,951,28
952,952,24
953,953,22
954,954,14
955,955,14
956,956,12
957,957,28
958,958,22
959,959,24
960,960,20
961,961,28
962,962,24
963,963,23
964,964,16
965,965,16
966,966,14
967,967,28
968,968,23
969,969,24
970,970,16
971,971,21
972,972,17
973,973,17
974,974,12
975,975,12
976,976,11
977,977,20
978,978,17
979,979,17
980,980,16
981,981,21
982,982,18
983,983,17
984,984,12
985,985,12
986,986,10
987,987,21
988,988,17
989,989,18
990,990,16
991,991,20
992,992,20
993,993,17
994,994,12
995,995,12
996,996,10
997,997,20
998,998,17
999,999,20
1000,1000,16
1001,1001,22
1002,1002,20
1003,1003,18
1004,1004,13
1005,1005,13
1006,1006,11
1007,1007,22
1008,1008,18
1009,1009,20
1010,1010,17
1011,1011,23
1012,1012,20
1013,1013,18
1014,1014,13
1015,1015,13
1016,1016,13
1017,1017,23
1018,1018,18
1019,1019,20
1020,1020,19
1021,1021,28
1022,1022,24
1023,1023,23
1024,1024,14
1025,1025,14
1026,1026,14
1027,1027,28
1028,1028,23
1029,1029,24
1030,1030,20
1031,1031,28
1032,1032,24
1033,1033,24
1034,1034,16
1035,1035,16
1036,1036,14
1037,1037,28
1038,1038,24
1039,1039,24
1040,1040,37
1041,1041,49
1042,1042,45
1043,1043,41
1044,1044,33
1045,1045,33
1046,1046,30
1047,1047,49
1048,1048,41
1049,1049,44
1050,1050,41
1051,1051,62
1052,1052,52
1053,1053,49
1054,1054,36
1055,1055,36
1056,1056,33
1057,1057,57
1058,1058,49
1059,1059,52
1060,1060,41
1061,1061,57
1062,1062,52
1063,1063,49
1064,1064,36
1065,1065,36
1066,1066,33
1067,1067,57
1068,1068,49
1069,1069,52
1070,1070,49
1071,1071,67
1072,1072,62
1073,1073,56
1074,1074,44
1075,1075,44
1076,1076,36
1077,1077,67
1078,1078,56
1079,1079,62
1080,1080,50
1081,1081,72
1082,1082,67
1083,1083,62
1084,1084,46
1085,1085,46
1086,1086,40
1087,1087,67
1088,1088,62
1089,1089,67
1090,1090,34
1091,1091,49
1092,1092,44
1093,1093,38
1094,1094,29
1095,1095,29
1096,1096,29
1097,1097,49
1098,1098,38
1099,1099,44
1100,1100,41
1101,1101,57
1102,1102,49
1103,1103,48
1104,1104,35
1105,1105,35
1106,1106,30
1107,1107,54
1108,1108,48
1109,1109,49
1110,1110,37
1111,1111,49
1112,1112,45
1113,1113,41
1114,1114,33
1115,1115,33
1116,1116,30
1117,1117,49
1118,1118,41
1119,1119,44
1120,1120,41
1121,1121,62
1122,1122,52
1123,1123,49
1124,1124,36
1125,1125,36
1126,1126,33
1127,1127,57
1128,1128,49
1129,1129,52
1130,1130,41
1131,1131,57
1132,1132,52
1133,1133,49
1134,1134,36
1135,1135,36
1136,1136,33
1137,1137,57
1138,1138,49
1139,1139,52
1140,1140,49
1141,1141,67
1142,1142,62
1143,1143,56
1144,1144,44
1145,1145,44
1146,1146,36
1147,1147,67
1148,1148,56
1149,1149,62
1150,1150,50
1151,1151,72
1152,1152,67
1153,1153,62
1154,1154,46
1155,1155,46
1156,1156,40
1157,1157,67
1158,1158,62
1159,1159,67
1160,1160,34
1161,1161,49
1162,1162,44
1163,1163,38
1164,1164,30
1165,1165,30
1166,1166,29
1167,1167,49
1168,1168,38
1169,1169,42
1170,1170,41
1171,1171,57
1172,1172,49
1173,1173,48
1174,1174,35
1175,1175,35
1176,1176,30
1177,1177,54
1178,1178,48
1179,1179,49
1180,1180,37
1181,1181,49
1182,1182,45
1183,1183,41
1184,1184,33
1185,1185,33
1186,1186,30
1187,1187,49
1188,1188,41
1189,1189,44
1190,1190,41
1191,1191,62
1192,1192,52
1193,1193,49
1194,1194,36
1195,1195,36
1196,1196,33
1197,1197,57
1198,1198,49
1199,1199,52
1200,1200,41
1201,1201,57
1202,1202,52
1203,1203,49
1204,1204,36
1205,1205,36
1206,1206,33
1207,1207,57
1208,1208,49
1209,1209,52
1210,1210,49
1211,1211,69
1212,1212,62
1213,1213,56
1214,1214,44
1215,1215,44
1216,1216,36
1217,1217,67
1218,1218,56
1219,1219,62
1220,1220,50
1221,1221,72
1222,1222,67
1223,1223,62
1224,1224,46
1225,1225,46
1226,1226,40
1227,1227,67
1228,1228,62
1229,1229,67
1230,1230,34
1231,1231,49
1232,1232,42
1233,1233,38
1234,1234,29
1235,1235,29
1236,1236,29
1237,1237,49
1238,1238,38
1239,1239,42
1240,1240,41
1241,1241,57
1242,1242,49
1243,1243,48
1244,1244,35
1245,1245,35
1246,1246,30
1247,1247,54
1248,1248,48
1249,1249,49
1250,1250,37
1251,1251,49
1252,1252,44
1253,1253,41
1254,1254,33
1255,1255,33
1256,1256,30
1257,1257,49
1258,1258,41
1259,1259,44
1260,1260,41
1261,1261,62
1262,1262,52
1263,1263,49
1264,1264,36
1265,1265,36
1266,1266,33
1267,1267,57
1268,1268,49
1269,1269,52
1270,1270,41
1271,1271,57
1272,1272,52
1273,1273,49
1274,1274,36
1275,1275,36
1276,1276,33
1277,1277,57
1278,1278,49
1279,1279,52
1280,1280,50
1281,1281,69
1282,1282,62
1283,1283,56
1284,1284,44
1285,1285,44
1286,1286,36
1287,1287,67
1288,1288,56
1289,1289,62
1290,1290,50
1291,1291,75
1292,1292,67
1293,1293,62
1294,1294,46
1295,1295,46
1296,1296,40
1297,1297,67
1298,1298,62
1299,1299,67
1300,1300,24
1301,1301,30
1302,1302,30
1303,1303,27
1304,1304,22
1305,1305,22
1306,1306,20
1307,1307,30
1308,1308,27
1309,1309,28
1310,1310,30
1311,1311,36
1312,1312,33
1313,1313,33
1314,1314,23
1315,1315,23
1316,1316,20
1317,1317,36
1318,1318,33
1319,1319,33
1320,1320,30
1321,1321,36
1322,1322,34
1323,1323,34
1324,1324,23
1325,1325,23
1326,1326,22
1327,1327,36
1328,1328,34
1329,1329,34
1330,1330,34
1331,1331,45
1332,1332,40
1333,1333,34
1334,1334,23
1335,1335,23
1336,1336,23
1337,1337,41
1338,1338,34
1339,1339,40
1340,1340,34
1341,1341,46
1342,1342,41
1343,1343,40
1344,1344,27
1345,1345,27
1346,1346,23
1347,1347,45
1348,1348,40
1349,1349,40
1350,1350,23
1351,1351,33
1352,1352,29
1353,1353,27
1354,1354,21
1355,1355,21
1356,1356,21
1357,1357,29
1358,1358,27
1359,1359,29
1360,1360,26
1361,1361,35
1362,1362,33
1363,1363,29
1364,1364,23
1365,1365,23
1366,1366,23
1367,1367,33
1368,1368,29
1369,1369,32
1370,1370,23
1371,1371,30
1372,1372,30
1373,1373,27
1374,1374,22
1375,1375,22
1376,1376,20
1377,1377,30
1378,1378,27
1379,1379,28
1380,1380,30
1381,1381,36
1382,1382,33
1383,1383,31
1384,1384,23
1385,1385,23
1386,1386,20
1387,1387,36
1388,1388,33
1389,1389,33
1390,1390,30
1391,1391,36
1392,1392,34
1393,1393,34
1394,1394,23
1395,1395,23
1396,1396,22
1397,1397,36
1398,1398,34
1399,1399,34
1400,1400,34
1401,1401,45
1402,1402,40
1403,1403,34
1404,1404,23
1405,1405,23
1406,1406,23
1407,1407,41
1408,1408,34
1409,1409,40
1410,1410,34
1411,1411,46
1412,1412,41
1413,1413,40
1414,1414,27
1415,1415,27
1416,1416,23
1417,1417,45
1418,1418,40
1419,1419,40
1420,1420,23
1421,1421,33
1422,1422,29
1423,1423,27
1424,1424,21
1425,1425,21
1426,1426,21
1427,1427,32
1428,1428,27
1429,1429,29
1430,1430,26
1431,1431,35
1432,1432,33
1433,1433,29
1434,1434,23
1435,1435,23
1436,1436,23
1437,1437,33
1438,1438,29
1439,1439,33
1440,1440,24
1441,1441,30
1442,1442,30
1443,1443,27
1444,1444,22
1445,1445,22
1446,1446,20
1447,1447,30
1448,1448,27
1449,1449,28
1450,1450,30
1451,1451,36
1452,1452,33
1453,1453,33
1454,1454,23
1455,1455,23
1456,1456,20
1457,1457,36
1458,1458,33
1459,1459,33
1460,1460,30
1461,1461,36
1462,1462,34
1463,1463,34
1464,1464,23
1465,1465,23
1466,1466,20
1467,1467,36
1468,1468,34
1469,1469,34
1470,1470,34
1471,1471,45
1472,1472,40
1473,1473,34
1474,1474,23
1475,1475,23
1476,1476,23
1477,1477,41
1478,1478,34
1479,1479,40
1480,1480,34
1481,1481,46
1482,1482,41
1483,1483,40
1484,1484,27
1485,1485,27
1486,1486,23
1487,1487,45
1488,1488,40
1489,1489,40
1490,1490,23
1491,1491,33
1492,1492,29
1493,1493,27
1494,1494,21
1495,1495,21
1496,1496,21
1497,1497,29
1498,1498,27
1499,1499,29
1500,1500,26
1501,1501,35
1502,1502,33
1503,1503,29
1504,1504,23
1505,1505,23
1506,1506,23
1507,1507,33
1508,1508,29
1509,1509,32
1510,1510,24
1511,1511,33
1512,1512,30
1513,1513,27
1514,1514,22
1515,1515,22
1516,1516,20
1517,1517,30
1518,1518,27
1519,1519,30
1520,1520,30
1521,1521,36
1522,1522,33
1523,1523,33
1524,1524,23
1525,1525,23
1526,1526,20
1527,1527,36
1528,1528,33
1529,1529,33
1530,1530,30
1531,1531,36
1532,1532,34
1533,1533,30
1534,1534,23
1535,1535,23
1536,1536,20
1537,1537,36
1538,1538,34
1539,1539,34
1540,1540,34
1541,1541,45
1542,1542,40
1543,1543,36
1544,1544,23
1545,1545,23
1546,1546,23
1547,1547,41
1548,1548,36
1549,1549,40
1550,1550,34
1551,1551,48
1552,1552,41
1553,1553,40
1554,1554,29
1555,1555,29
1556,1556,23
1557,1557,45
1558,1558,40
1559,1559,41
1560,1560,14
1561,1561,20
1562,1562,20
1563,1563,17
1564,1564,12
1565,1565,12
1566,1566,10
1567,1567,20
1568,1568,17
1569,1569,18
1570,1570,16
1571,1571,23
1572,1572,20
1573,1573,18
1574,1574,13
1575,1575,13
1576,1576,11
1577,1577,22
1578,1578,18
1579,1579,20
1580,1580,17
1581,1581,23
1582,1582,20
1583,1583,18
1584,1584,13
1585,1585,13
1586,1586,13
1587,1587,22
1588,1588,18
1589,1589,20
1590,1590,19
1591,1591,28
1592,1592,24
1593,1593,23
1594,1594,14
1595,1595,14
1596,1596,14
1597,1597,28
1598,1598,23
1599,1599,24
1600,1600,20
1601,1601,28
1602,1602,24
1603,1603,23
1604,1604,16
1605,1605,16
1606,1606,14
1607,1607,28
1608,1608,23
1609,1609,24
1610,1610,16
1611,1611,21
1612,1612,17
1613,1613,17
1614,1614,12
1615,1615,12
1616,1616,11
1617,1617,20
1618,1618,17
1619,1619,17
1620,1620,16
1621,1621,21
1622,1622,18
1623,1623,17
1624,1624,12
1625,1625,12
1626,1626,10
1627,1627,21
1628,1628,17
1629,1629,18
1630,1630,14
1631,1631,20
1632,1632,20
1633,1633,17
1634,1634,12
1635,1635,12
1636,1636,10
1637,1637,20
1638,1638,17
1639,1639,18
1640,1640,16
1641,1641,23
1642,1642,20
1643,1643,18
1644,1644,13
1645,1645,13
1646,1646,11
1647,1647,22
1648,1648,18
1649,1649,20
1650,1650,17
1651,1651,23
1652,1652,20
1653,1653,18
1654,1654,13
1655,1655,13
1656,1656,13
1657,1657,23
1658,1658,18
1659,1659,20
1660,1660,19
1661,1661,28
1662,1662,24
1663,1663,22
1664,1664,14
1665,1665,14
1666,1666,14
1667,1667,28
1668,1668,23
1669,1669,24
1670,1670,20
1671,1671,28
1672,1672,24
1673,1673,23
1674,1674,16
1675,1675,16
1676,1676,14
1677,1677,28
1678,1678,23
1679,1679,24
1680,1680,16
1681,1681,21
1682,1682,17
1683,1683,17
1684,1684,12
1685,1685,12
1686,1686,11
1687,1687,20
1688,1688,17
1689,1689,17
1690,1690,16
1691,1691,21
1692,1692,18
1693,1693,17
1694,1694,12
1695,1695,12
1696,1696,10
1697,1697,21
1698,1698,17
1699,1699,18
1700,1700,14
1701,1701,20
1702,1702,20
1703,1703,17
1704,1704,12
1705,1705,12
1706,1706,10
1707,1707,20
1708,1708,17
1709,1709,18
1710,1710,16
1711,1711,23
1712,1712,20
1713,1713,18
1714,1714,13
1715,1715,13
1716,1716,11
1717,1717,22
1718,1718,18
1719,1719,20
1720,1720,17
1721,1721,23
1722,1722,20
1723,1723,18
1724,1724,13
1725,1725,13
1726,1726,10
1727,1727,23
1728,1728,18
1729,1729,20
1730,1730,19
1731,1731,28
1732,1732,24
1733,1733,22
1734,1734,14
1735,1735,14
1736,1736,14
1737,1737,26
1738,1738,22
1739,1739,24
1740,1740,20
1741,1741,28
1742,1742,24
1743,1743,23
1744,1744,16
1745,1745,16
1746,1746,14
1747,1747,28
1748,1748,23
1749,1749,24
1750,1750,16
1751,1751,21
1752,1752,17
1753,1753,17
1754,1754,12
1755,1755,12
1756,1756,11
1757,1757,20
1758,1758,17
1759,1759,17
1760,1760,16
1761,1761,21
1762,1762,18
1763,1763,17
1764,1764,12
1765,1765,12
1766,1766,10
1767,1767,21
1768,1768,17
1769,1769,18
1770,1770,14
1771,1771,20
1772,1772,20
1773,1773,17
1774,1774,12
1775,1775,12
1776,1776,10
1777,1777,20
1778,1778,17
1779,1779,18
1780,1780,16
1781,1781,23
1782,1782,20
1783,1783,18
1784,1784,13
1785,1785,13
1786,1786,11
1787,1787,22
1788,1788,18
1789,1789,20
1790,1790,17
1791,1791,23
1792,1792,20
1793,1793,18
1794,1794,13
1795,1795,13
1796,1796,13
1797,1797,23
1798,1798,18
1799,1799,20
1800,1800,19
1801,1801,28
1802,1802,24
1803,1803,23
1804,1804,14
1805,1805,14
1806,1806,14
1807,1807,28
1808,1808,23
1809,1809,24
1810,1810,20
1811,1811,28
1812,1812,24
1813,1813,24
1814,1814,16
1815,1815,16
1816,1816,14
1817,1817,28
1818,1818,24
1819,1819,24
1820,1820,12
1821,1821,18
1822,1822,16
1823,1823,14
1824,1824,10
1825,1825,10
1826,1826,10
1827,1827,17
1828,1828,14
1829,1829,16
1830,1830,13
1831,1831,18
1832,1832,17
1833,1833,15
1834,1834,10
1835,1835,10
1836,1836,10
1837,1837,18
1838,1838,16
1839,1839,16
1840,1840,13
1841,1841,20
1842,1842,17
1843,1843,16
1844,1844,10
1845,1845,10
1846,1846,10
1847,1847,18
1848,1848,16
1849,1849,17
1850,1850,14
1851,1851,23
1852,1852,19
1853,1853,16
1854,1854,12
1855,1855,12
1856,1856,12
1857,1857,21
1858,1858,16
1859,1859,16
1860,1860,16
1861,1861,22
1862,1862,20
1863,1863,16
1864,1864,12
1865,1865,12
1866,1866,12
1867,1867,22
1868,1868,17
1869,1869,20
1870,1870,12
1871,1871,17
1872,1872,16
1873,1873,14
1874,1874,11
1875,1875,11
1876,1876,10
1877,1877,17
1878,1878,14
1879,1879,16
1880,1880,12
1881,1881,17
1882,1882,16
1883,1883,13
1884,1884,10
1885,1885,10
1886,1886,10
1887,1887,17
1888,1888,13
1889,1889,16
1890,1890,12
1891,1891,18
1892,1892,16
1893,1893,14
1894,1894,10
1895,1895,10
1896,1896,10
1897,1897,17
1898,1898,14
1899,1899,16
1900,1900,13
1901,1901,18
1902,1902,17
1903,1903,16
1904,1904,10
1905,1905,10
1906,1906,10
1907,1907,18
1908,1908,16
1909,1909,16
1910,1910,13
1911,1911,20
1912,1912,17
1913,1913,16
1914,1914,10
1915,1915,10
1916,1916,10
1917,1917,18
1918,1918,16
1919,1919,17
1920,1920,14
1921,1921,23
1922,1922,19
1923,1923,16
1924,1924,12
1925,1925,12
1926,1926,12
1927,1927,21
1928,1928,16
1929,1929,16
1930,1930,16
1931,1931,22
1932,1932,20
1933,1933,17
1934,1934,12
1935,1935,12
1936,1936,12
1937,1937,22
1938,1938,17
1939,1939,20
1940,1940,12
1941,1941,17
1942,1942,16
1943,1943,13
1944,1944,11
1945,1945,11
1946,1946,10
1947,1947,17
1948,1948,13
1949,1949,16
1950,1950,12
1951,1951,17
1952,1952,16
1953,1953,13
1954,1954,10
1955,1955,10
1956,1956,10
1957,1957,17
1958,1958,13
1959,1959,16
1960,1960,12
1961,1961,18
1962,1962,16
1963,1963,14
1964,1964,10
1965,1965,10
1966,1966,10
1967,1967,17
1968,1968,14
1969,1969,16
1970,1970,13
1971,1971,18
1972,1972,17
1973,1973,16
1974,1974,10
1975,1975,10
1976,1976,10
1977,1977,18
1978,1978,16
1979,1979,16
1980,1980,13
1981,1981,20
1982,1982,17
1983,1983,16
1984,1984,10
1985,1985,10
1986,1986,10
1987,1987,18
1988,1988,16
1989,1989,17
1990,1990,14
1991,1991,23
1992,1992,19
1993,1993,16
1994,1994,12
1995,1995,12
1996,1996,12
1997,1997,21
