,id,rate
398,398,51
399,399,59
400,400,53
401,401,60
402,402,58
403,403,55
404,404,57
405,405,55
406,406,55
407,407,59
408,408,56
409,409,57
410,410,49
411,411,56
412,412,50
413,413,52
414,414,50
415,415,57
416,416,57
417,417,60
418,418,55
419,419,56
420,420,54
421,421,55
422,422,56
423,423,47
424,424,59
425,425,56
426,426,55
427,427,47
428,428,53
429,429,54
430,430,53
431,431,57
432,432,49
433,433,54
434,434,50
435,435,54
436,436,52
437,437,50
438,438,55
439,439,56
440,440,57
441,441,59
442,442,53
443,443,51
444,444,56
445,445,57
446,446,56
447,447,57
448,448,56
449,449,58
450,450,60
451,451,58
452,452,58
453,453,56
454,454,55
455,455,58
456,456,57
457,457,55
458,458,61
459,459,51
460,460,55
461,461,56
462,462,54
463,463,57
464,464,59
465,465,56
466,466,55
467,467,54
468,468,55
469,469,58
470,470,57
471,471,57
472,472,50
473,473,55
474,474,48
475,475,57
476,476,52
477,477,60
478,478,58
479,479,47
480,480,56
481,481,55
482,482,56
483,483,57
484,484,59
485,485,58
486,486,54
487,487,56
488,488,61
489,489,58
490,490,54
491,491,53
492,492,58
493,493,51
494,494,54
495,495,52
496,496,55
497,497,55
498,498,59
499,499,57
500,500,53
501,501,56
502,502,48
503,503,53
504,504,58
505,505,52
506,506,56
507,507,48
508,508,56
509,509,56
510,510,55
511,511,51
512,512,50
513,513,49
514,514,57
515,515,58
516,516,55
517,517,57
518,518,51
519,519,50
520,520,51
521,521,58
522,522,55
523,523,56
524,524,49
525,525,49
526,526,56
527,527,53
528,528,55
529,529,49
530,530,53
531,531,54
532,532,59
533,533,52
534,534,57
535,535,55
536,536,56
537,537,56
538,538,57
539,539,58
540,540,57
541,541,59
542,542,53
543,543,57
544,544,49
545,545,56
546,546,55
547,547,56
548,548,59
549,549,49
550,550,58
551,551,57
552,552,56
553,553,57
554,554,57
555,555,53
556,556,57
557,557,49
558,558,54
559,559,57
560,560,56
561,561,57
562,562,59
563,563,56
564,564,54
565,565,58
566,566,57
567,567,49
568,568,58
569,569,55
570,570,57
571,571,56
572,572,60
573,573,47
574,574,51
575,575,55
576,576,50
577,577,55
578,578,56
579,579,55
580,580,54
581,581,57
582,582,58
583,583,58
584,584,48
585,585,54
586,586,54
587,587,57
588,588,57
589,589,53
590,590,58
591,591,58
592,592,54
593,593,55
594,594,57
595,595,56
596,596,57
597,597,53
598,598,55
599,599,57
600,600,57
601,601,59
602,602,54
603,603,57
604,604,55
605,605,58
606,606,56
607,607,58
608,608,55
609,609,57
610,610,59
611,611,49
612,612,57
613,613,57
614,614,55
615,615,56
616,616,56
617,617,57
618,618,58
619,619,56
620,620,57
621,621,58
622,622,58
623,623,55
624,624,56
625,625,59
626,626,56
627,627,50
628,628,58
629,629,56
630,630,56
631,631,53
632,632,59
633,633,56
634,634,57
635,635,59
636,636,48
637,637,54
638,638,60
639,639,57
640,640,53
641,641,58
642,642,56
643,643,47
644,644,56
645,645,47
646,646,54
647,647,58
648,648,58
649,649,49
650,650,59
651,651,55
652,652,57
653,653,52
654,654,52
655,655,53
656,656,56
657,657,56
658,658,51
659,659,57
660,660,54
661,661,59
662,662,54
663,663,55
664,664,58
665,665,48
666,666,57
667,667,55
668,668,56
669,669,59
670,670,55
671,671,48
672,672,54
673,673,58
674,674,54
675,675,54
676,676,56
677,677,58
678,678,58
679,679,53
680,680,58
681,681,57
682,682,58
683,683,55
684,684,58
685,685,58
686,686,56
687,687,57
688,688,53
689,689,49
690,690,50
691,691,48
692,692,57
693,693,57
694,694,56
695,695,55
696,696,56
697,697,56
698,698,54
699,699,52
700,700,56
701,701,55
702,702,51
703,703,56
704,704,52
705,705,56
706,706,55
707,707,54
708,708,57
709,709,57
710,710,50
711,711,54
712,712,55
713,713,55
714,714,58
715,715,50
716,716,57
717,717,51
718,718,56
719,719,55
720,720,51
721,721,57
722,722,56
723,723,47
724,724,53
725,725,50
726,726,56
727,727,57
728,728,57
729,729,56
730,730,56
731,731,56
732,732,56
733,733,53
734,734,55
735,735,59
736,736,60
737,737,54
738,738,56
739,739,58
740,740,52
741,741,56
742,742,61
743,743,57
744,744,51
745,745,55
746,746,61
747,747,55
748,748,55
749,749,58
750,750,56
751,751,52
752,752,49
753,753,55
754,754,57
755,755,49
756,756,57
757,757,55
758,758,48
759,759,57
760,760,53
761,761,54
762,762,55
763,763,56
764,764,51
765,765,57
766,766,55
767,767,60
768,768,55
769,769,58
770,770,58
771,771,54
772,772,58
773,773,57
774,774,54
775,775,52
776,776,58
777,777,55
778,778,57
779,779,55
780,780,55
781,781,58
782,782,57
783,783,54
784,784,59
785,785,58
786,786,58
787,787,60
788,788,59
789,789,56
790,790,58
791,791,57
792,792,49
793,793,57
794,794,53
795,795,58
796,796,57
797,797,55
798,798,50
799,799,52
800,800,56
801,801,52
802,802,54
803,803,51
804,804,50
805,805,56
806,806,55
807,807,56
808,808,57
809,809,54
810,810,55
811,811,60
812,812,49
813,813,56
814,814,55
815,815,59
816,816,58
817,817,54
818,818,58
819,819,55
820,820,52
821,821,56
822,822,52
823,823,50
824,824,55
825,825,55
826,826,47
827,827,56
828,828,52
829,829,55
830,830,54
831,831,56
832,832,54
833,833,57
834,834,53
835,835,55
836,836,53
837,837,58
838,838,52
839,839,54
840,840,51
841,841,56
842,842,52
843,843,53
844,844,55
845,845,48
846,846,58
847,847,56
848,848,54
849,849,52
850,850,57
851,851,59
852,852,54
853,853,58
854,854,53
855,855,56
856,856,57
857,857,59
858,858,57
859,859,54
860,860,56
861,861,58
862,862,60
863,863,55
864,864,55
865,865,50
866,866,56
867,867,58
868,868,59
869,869,55
870,870,47
871,871,57
872,872,55
873,873,51
874,874,52
875,875,56
876,876,55
877,877,49
878,878,54
879,879,53
880,880,57
881,881,55
882,882,52
883,883,57
884,884,56
885,885,55
886,886,55
887,887,60
888,888,52
889,889,54
890,890,54
891,891,49
892,892,56
893,893,54
894,894,57
895,895,58
896,896,53
897,897,55
898,898,52
899,899,58
900,900,53
901,901,56
902,902,56
903,903,57
904,904,58
905,905,59
906,906,54
907,907,57
908,908,56
909,909,48
910,910,53
911,911,55
912,912,53
913,913,54
914,914,56
915,915,61
916,916,53
917,917,60
918,918,52
919,919,52
920,920,55
921,921,60
922,922,52
923,923,57
924,924,53
925,925,53
926,926,51
927,927,57
928,928,60
929,929,57
930,930,51
931,931,56
932,932,56
933,933,50
934,934,58
935,935,57
936,936,53
937,937,56
938,938,52
939,939,57
940,940,56
941,941,54
942,942,52
943,943,55
944,944,57
945,945,55
946,946,54
947,947,57
948,948,52
949,949,56
950,950,59
951,951,56
952,952,50
953,953,54
954,954,50
955,955,48
956,956,57
957,957,51
958,958,55
959,959,56
960,960,58
961,961,57
962,962,53
963,963,53
964,964,61
965,965,55
966,966,56
967,967,54
968,968,57
969,969,52
970,970,49
971,971,59
972,972,54
973,973,51
974,974,53
975,975,57
976,976,49
977,977,59
978,978,49
979,979,50
980,980,56
981,981,57
982,982,58
983,983,58
984,984,61
985,985,56
986,986,53
987,987,49
988,988,50
989,989,55
990,990,56
991,991,53
992,992,53
993,993,48
994,994,51
995,995,52
996,996,54
997,997,59
998,998,57
999,999,58
1000,1000,51
1001,1001,56
1002,1002,56
1003,1003,57
1004,1004,58
1005,1005,56
1006,1006,55
1007,1007,56
1008,1008,55
1009,1009,51
1010,1010,57
1011,1011,51
1012,1012,56
1013,1013,55
1014,1014,54
1015,1015,58
1016,1016,56
1017,1017,57
1018,1018,58
1019,1019,54
1020,1020,54
1021,1021,58
1022,1022,57
1023,1023,48
1024,1024,52
1025,1025,48
1026,1026,58
1027,1027,58
1028,1028,54
1029,1029,58
1030,1030,58
1031,1031,58
1032,1032,54
1033,1033,51
1034,1034,61
1035,1035,52
1036,1036,57
1037,1037,57
1038,1038,56
1039,1039,55
1040,1040,58
1041,1041,57
1042,1042,56
1043,1043,59
1044,1044,56
1045,1045,52
1046,1046,55
1047,1047,54
1048,1048,54
1049,1049,57
1050,1050,51
1051,1051,57
1052,1052,60
1053,1053,54
1054,1054,50
1055,1055,57
1056,1056,59
1057,1057,54
1058,1058,55
1059,1059,61
1060,1060,58
1061,1061,59
1062,1062,55
1063,1063,56
1064,1064,54
1065,1065,53
1066,1066,59
1067,1067,58
1068,1068,57
1069,1069,57
1070,1070,55
1071,1071,60
1072,1072,52
1073,1073,51
1074,1074,58
1075,1075,59
1076,1076,57
1077,1077,53
1078,1078,55
1079,1079,56
1080,1080,58
1081,1081,54
1082,1082,56
1083,1083,57
1084,1084,55
1085,1085,60
1086,1086,54
1087,1087,58
1088,1088,53
1089,1089,58
1090,1090,56
1091,1091,57
1092,1092,54
1093,1093,60
1094,1094,56
1095,1095,56
1096,1096,50
1097,1097,57
1098,1098,48
1099,1099,52
1100,1100,58
1101,1101,56
1102,1102,56
1103,1103,59
1104,1104,58
1105,1105,57
1106,1106,50
1107,1107,59
1108,1108,47
1109,1109,57
1110,1110,57
1111,1111,54
1112,1112,59
1113,1113,56
1114,1114,58
1115,1115,49
1116,1116,59
1117,1117,56
1118,1118,51
1119,1119,59
1120,1120,58
1121,1121,56
1122,1122,53
1123,1123,57
1124,1124,52
1125,1125,53
1126,1126,54
1127,1127,57
1128,1128,58
1129,1129,55
1130,1130,56
1131,1131,58
1132,1132,56
1133,1133,59
1134,1134,59
1135,1135,51
1136,1136,56
1137,1137,53
1138,1138,49
1139,1139,57
1140,1140,60
1141,1141,57
1142,1142,57
1143,1143,57
1144,1144,58
1145,1145,57
1146,1146,55
1147,1147,52
1148,1148,56
1149,1149,55
1150,1150,50
1151,1151,59
1152,1152,53
1153,1153,55
1154,1154,58
1155,1155,55
1156,1156,56
1157,1157,60
1158,1158,55
1159,1159,56
1160,1160,56
1161,1161,58
1162,1162,57
1163,1163,49
1164,1164,57
1165,1165,55
1166,1166,55
1167,1167,56
1168,1168,56
1169,1169,59
1170,1170,55
1171,1171,56
1172,1172,58
1173,1173,55
1174,1174,55
1175,1175,57
1176,1176,59
1177,1177,57
1178,1178,56
1179,1179,56
1180,1180,56
1181,1181,55
1182,1182,52
1183,1183,57
1184,1184,56
1185,1185,56
1186,1186,52
1187,1187,55
1188,1188,57
1189,1189,52
1190,1190,56
1191,1191,59
1192,1192,51
1193,1193,57
1194,1194,54
1195,1195,54
1196,1196,57
1197,1197,57
1198,1198,53
1199,1199,48
1200,1200,56
1201,1201,56
1202,1202,55
1203,1203,49
1204,1204,55
1205,1205,58
1206,1206,54
1207,1207,53
1208,1208,56
1209,1209,57
1210,1210,55
1211,1211,56
1212,1212,56
1213,1213,52
1214,1214,57
1215,1215,59
1216,1216,54
1217,1217,58
1218,1218,56
1219,1219,58
1220,1220,57
1221,1221,56
1222,1222,59
1223,1223,55
1224,1224,55
1225,1225,52
1226,1226,58
1227,1227,56
1228,1228,57
1229,1229,60
1230,1230,58
1231,1231,57
1232,1232,57
1233,1233,51
1234,1234,59
1235,1235,55
1236,1236,58
1237,1237,56
1238,1238,54
1239,1239,54
1240,1240,59
1241,1241,57
1242,1242,55
1243,1243,55
1244,1244,57
1245,1245,55
1246,1246,55
1247,1247,58
1248,1248,53
1249,1249,58
1250,1250,58
1251,1251,59
1252,1252,56
1253,1253,51
1254,1254,48
1255,1255,57
1256,1256,58
1257,1257,53
1258,1258,57
1259,1259,55
1260,1260,57
1261,1261,60
1262,1262,57
1263,1263,54
1264,1264,49
1265,1265,57
1266,1266,53
1267,1267,55
1268,1268,53
1269,1269,52
1270,1270,58
1271,1271,57
1272,1272,57
1273,1273,57
1274,1274,52
1275,1275,54
1276,1276,57
1277,1277,59
1278,1278,57
1279,1279,56
1280,1280,55
1281,1281,58
1282,1282,57
1283,1283,55
1284,1284,61
1285,1285,57
1286,1286,50
1287,1287,57
1288,1288,56
1289,1289,49
1290,1290,54
1291,1291,56
1292,1292,55
1293,1293,55
1294,1294,59
1295,1295,55
1296,1296,52
1297,1297,56
1298,1298,55
1299,1299,54
1300,1300,60
1301,1301,58
1302,1302,56
1303,1303,50
1304,1304,55
1305,1305,54
1306,1306,55
1307,1307,53
1308,1308,56
1309,1309,55
1310,1310,59
1311,1311,52
1312,1312,55
1313,1313,51
1314,1314,55
1315,1315,59
1316,1316,60
1317,1317,55
1318,1318,57
1319,1319,54
1320,1320,53
1321,1321,49
1322,1322,56
1323,1323,54
1324,1324,51
1325,1325,58
1326,1326,47
1327,1327,57
1328,1328,52
1329,1329,48
1330,1330,55
1331,1331,57
1332,1332,57
1333,1333,58
1334,1334,55
1335,1335,56
1336,1336,55
1337,1337,54
1338,1338,56
1339,1339,57
1340,1340,48
1341,1341,48
1342,1342,56
1343,1343,54
1344,1344,54
1345,1345,56
1346,1346,55
1347,1347,56
1348,1348,54
1349,1349,53
1350,1350,54
1351,1351,52
1352,1352,58
1353,1353,54
1354,1354,57
1355,1355,58
1356,1356,59
1357,1357,54
1358,1358,57
1359,1359,52
1360,1360,57
1361,1361,58
1362,1362,52
1363,1363,56
1364,1364,57
1365,1365,53
1366,1366,53
1367,1367,56
1368,1368,54
1369,1369,52
1370,1370,57
1371,1371,59
1372,1372,47
1373,1373,56
1374,1374,55
1375,1375,58
1376,1376,51
1377,1377,55
1378,1378,57
1379,1379,58
1380,1380,54
1381,1381,56
1382,1382,53
1383,1383,54
1384,1384,58
1385,1385,59
1386,1386,61
1387,1387,59
1388,1388,58
1389,1389,55
1390,1390,57
1391,1391,55
1392,1392,59
1393,1393,59
1394,1394,59
1395,1395,56
1396,1396,54
1397,1397,55
1398,1398,53
1399,1399,59
1400,1400,55
1401,1401,52
1402,1402,57
1403,1403,56
1404,1404,57
1405,1405,56
1406,1406,53
1407,1407,57
1408,1408,56
1409,1409,56
1410,1410,49
1411,1411,58
1412,1412,57
1413,1413,54
1414,1414,53
1415,1415,57
1416,1416,55
1417,1417,59
1418,1418,57
1419,1419,56
1420,1420,57
1421,1421,54
1422,1422,57
1423,1423,49
1424,1424,57
1425,1425,56
1426,1426,61
1427,1427,52
1428,1428,55
1429,1429,48
1430,1430,51
1431,1431,57
1432,1432,49
1433,1433,56
1434,1434,55
1435,1435,52
1436,1436,56
1437,1437,58
1438,1438,56
1439,1439,55
1440,1440,57
1441,1441,51
1442,1442,56
1443,1443,54
1444,1444,54
1445,1445,54
1446,1446,53
1447,1447,57
1448,1448,55
1449,1449,54
1450,1450,57
1451,1451,58
1452,1452,58
1453,1453,54
1454,1454,50
1455,1455,56
1456,1456,55
1457,1457,55
1458,1458,55
1459,1459,55
1460,1460,57
1461,1461,55
1462,1462,59
1463,1463,55
1464,1464,60
1465,1465,53
1466,1466,51
1467,1467,58
1468,1468,58
1469,1469,57
1470,1470,52
1471,1471,55
1472,1472,58
1473,1473,57
1474,1474,58
1475,1475,57
1476,1476,55
1477,1477,58
1478,1478,57
1479,1479,58
1480,1480,50
1481,1481,60
1482,1482,59
1483,1483,51
1484,1484,52
1485,1485,54
1486,1486,58
1487,1487,50
1488,1488,56
1489,1489,54
1490,1490,59
1491,1491,56
1492,1492,57
1493,1493,53
1494,1494,57
1495,1495,52
1496,1496,56
1497,1497,53
1498,1498,49
1499,1499,60
1500,1500,54
1501,1501,56
1502,1502,55
1503,1503,47
1504,1504,56
1505,1505,49
1506,1506,53
1507,1507,53
1508,1508,60
1509,1509,58
1510,1510,56
1511,1511,59
1512,1512,54
1513,1513,56
1514,1514,52
1515,1515,58
1516,1516,53
1517,1517,58
1518,1518,47
1519,1519,55
1520,1520,56
1521,1521,60
1522,1522,51
1523,1523,50
1524,1524,55
1525,1525,49
1526,1526,57
1527,1527,53
1528,1528,57
1529,1529,56
1530,1530,46
1531,1531,55
1532,1532,50
1533,1533,55
1534,1534,60
1535,1535,59
1536,1536,56
1537,1537,51
1538,1538,55
1539,1539,59
1540,1540,58
1541,1541,50
1542,1542,58
1543,1543,53
1544,1544,56
1545,1545,59
1546,1546,57
1547,1547,56
1548,1548,53
1549,1549,55
1550,1550,52
1551,1551,57
1552,1552,54
1553,1553,57
1554,1554,58
1555,1555,53
1556,1556,55
1557,1557,57
1558,1558,58
1559,1559,54
1560,1560,58
1561,1561,57
1562,1562,52
1563,1563,58
1564,1564,58
1565,1565,55
1566,1566,56
1567,1567,55
1568,1568,53
1569,1569,53
1570,1570,55
1571,1571,51
1572,1572,57
1573,1573,57
1574,1574,56
1575,1575,54
1576,1576,57
1577,1577,58
1578,1578,48
1579,1579,55
1580,1580,52
1581,1581,60
1582,1582,55
1583,1583,53
1584,1584,57
1585,1585,57
1586,1586,57
1587,1587,55
1588,1588,48
1589,1589,56
1590,1590,58
1591,1591,53
1592,1592,54
1593,1593,52
1594,1594,57
1595,1595,57
1596,1596,58
1597,1597,52
1598,1598,55
1599,1599,57
1600,1600,55
1601,1601,51
1602,1602,60
1603,1603,57
1604,1604,55
1605,1605,60
1606,1606,50
1607,1607,56
1608,1608,56
1609,1609,56
1610,1610,56
1611,1611,59
1612,1612,58
1613,1613,56
1614,1614,58
1615,1615,62
1616,1616,52
1617,1617,52
1618,1618,58
1619,1619,56
1620,1620,57
1621,1621,56
1622,1622,58
1623,1623,58
1624,1624,54
1625,1625,55
1626,1626,54
1627,1627,55
1628,1628,58
1629,1629,59
1630,1630,56
1631,1631,54
1632,1632,57
1633,1633,55
1634,1634,58
1635,1635,56
1636,1636,58
1637,1637,56
1638,1638,58
1639,1639,56
1640,1640,60
1641,1641,55
1642,1642,59
1643,1643,59
1644,1644,56
1645,1645,57
1646,1646,57
1647,1647,55
1648,1648,57
1649,1649,59
1650,1650,55
1651,1651,54
1652,1652,58
1653,1653,55
1654,1654,54
1655,1655,56
1656,1656,60
1657,1657,50
1658,1658,51
1659,1659,59
1660,1660,59
1661,1661,57
1662,1662,50
1663,1663,59
1664,1664,52
1665,1665,57
1666,1666,61
1667,1667,56
1668,1668,55
1669,1669,58
1670,1670,55
1671,1671,51
1672,1672,55
1673,1673,53
1674,1674,55
1675,1675,45
1676,1676,55
1677,1677,57
1678,1678,56
1679,1679,58
1680,1680,56
1681,1681,55
1682,1682,53
1683,1683,54
1684,1684,56
1685,1685,52
1686,1686,60
1687,1687,53
1688,1688,57
1689,1689,59
1690,1690,54
1691,1691,58
1692,1692,57
1693,1693,55
1694,1694,60
1695,1695,60
1696,1696,52
1697,1697,59
1698,1698,54
1699,1699,58
1700,1700,56
1701,1701,57
1702,1702,56
1703,1703,58
1704,1704,58
1705,1705,54
1706,1706,57
1707,1707,54
1708,1708,54
1709,1709,55
1710,1710,56
1711,1711,58
1712,1712,57
1713,1713,60
1714,1714,58
1715,1715,56
1716,1716,54
1717,1717,58
1718,1718,55
1719,1719,50
1720,1720,54
1721,1721,57
1722,1722,57
1723,1723,57
1724,1724,55
1725,1725,56
1726,1726,58
1727,1727,59
1728,1728,57
1729,1729,59
1730,1730,56
1731,1731,56
1732,1732,56
1733,1733,56
1734,1734,57
1735,1735,54
1736,1736,56
1737,1737,56
1738,1738,58
1739,1739,53
1740,1740,57
1741,1741,56
1742,1742,58
1743,1743,56
1744,1744,60
1745,1745,57
1746,1746,57
1747,1747,52
1748,1748,57
1749,1749,54
1750,1750,56
1751,1751,53
1752,1752,47
1753,1753,48
1754,1754,56
1755,1755,54
1756,1756,54
1757,1757,58
1758,1758,56
1759,1759,57
1760,1760,58
1761,1761,55
1762,1762,52
1763,1763,57
1764,1764,55
1765,1765,55
1766,1766,56
1767,1767,55
1768,1768,54
1769,1769,61
1770,1770,57
1771,1771,58
1772,1772,55
1773,1773,59
1774,1774,56
1775,1775,60
1776,1776,60
1777,1777,54
1778,1778,58
1779,1779,56
1780,1780,52
1781,1781,57
1782,1782,57
1783,1783,58
1784,1784,55
1785,1785,52
1786,1786,52
1787,1787,50
1788,1788,56
1789,1789,59
1790,1790,54
1791,1791,57
1792,1792,52
1793,1793,57
1794,1794,58
1795,1795,58
1796,1796,54
1797,1797,57
1798,1798,54
1799,1799,56
1800,1800,58
1801,1801,57
1802,1802,56
1803,1803,56
1804,1804,55
1805,1805,60
1806,1806,52
1807,1807,59
1808,1808,53
1809,1809,54
1810,1810,57
1811,1811,52
1812,1812,60
1813,1813,57
1814,1814,55
1815,1815,55
1816,1816,54
1817,1817,50
1818,1818,56
1819,1819,58
1820,1820,50
1821,1821,55
1822,1822,54
1823,1823,56
1824,1824,49
1825,1825,57
1826,1826,52
1827,1827,54
1828,1828,57
1829,1829,59
1830,1830,51
1831,1831,55
1832,1832,55
1833,1833,58
1834,1834,55
1835,1835,53
1836,1836,58
1837,1837,49
1838,1838,54
1839,1839,47
1840,1840,61
1841,1841,49
1842,1842,58
1843,1843,52
1844,1844,56
1845,1845,51
1846,1846,53
1847,1847,58
1848,1848,56
1849,1849,55
1850,1850,56
1851,1851,56
1852,1852,56
1853,1853,54
1854,1854,56
1855,1855,55
1856,1856,57
1857,1857,50
1858,1858,57
1859,1859,52
1860,1860,55
1861,1861,59
1862,1862,58
1863,1863,60
1864,1864,56
1865,1865,53
1866,1866,55
1867,1867,55
1868,1868,55
1869,1869,53
1870,1870,58
1871,1871,52
1872,1872,55
1873,1873,60
1874,1874,57
1875,1875,61
1876,1876,59
1877,1877,56
1878,1878,55
1879,1879,59
1880,1880,52
1881,1881,51
1882,1882,57
1883,1883,52
1884,1884,58
1885,1885,57
1886,1886,54
1887,1887,55
1888,1888,51
1889,1889,58
1890,1890,56
1891,1891,59
1892,1892,54
1893,1893,54
1894,1894,55
1895,1895,54
1896,1896,57
1897,1897,55
1898,1898,51
1899,1899,56
1900,1900,49
1901,1901,50
1902,1902,57
1903,1903,57
1904,1904,56
1905,1905,59
1906,1906,59
1907,1907,57
1908,1908,49
1909,1909,57
1910,1910,53
1911,1911,56
1912,1912,53
1913,1913,54
1914,1914,53
1915,1915,55
1916,1916,53
1917,1917,56
1918,1918,49
1919,1919,57
1920,1920,56
1921,1921,58
1922,1922,53
1923,1923,53
1924,1924,55
1925,1925,51
1926,1926,55
1927,1927,49
1928,1928,55
1929,1929,56
1930,1930,57
1931,1931,54
1932,1932,56
1933,1933,55
1934,1934,57
1935,1935,55
1936,1936,55
1937,1937,51
1938,1938,58
1939,1939,51
1940,1940,56
1941,1941,56
1942,1942,55
1943,1943,57
1944,1944,54
1945,1945,55
1946,1946,59
1947,1947,50
1948,1948,61
1949,1949,58
1950,1950,56
1951,1951,58
1952,1952,49
1953,1953,58
1954,1954,53
1955,1955,55
1956,1956,57
1957,1957,55
1958,1958,58
1959,1959,58
1960,1960,55
1961,1961,59
1962,1962,55
1963,1963,58
1964,1964,55
1965,1965,56
1966,1966,47
1967,1967,57
1968,1968,58
1969,1969,57
1970,1970,56
1971,1971,60
1972,1972,61
1973,1973,56
1974,1974,56
1975,1975,58
1976,1976,55
1977,1977,52
1978,1978,50
1979,1979,58
1980,1980,55
1981,1981,59
1982,1982,53
1983,1983,57
1984,1984,55
1985,1985,58
1986,1986,57
1987,1987,59
1988,1988,52
1989,1989,54
1990,1990,58
1991,1991,55
1992,1992,53
1993,1993,56
1994,1994,56
1995,1995,54
1996,1996,52
1997,1997,58
